code|1,code|1|type,description,hospital_name,hospital_city,hospital_state,med_min,med_max
494,MS-DRG,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITHOUT CC/MCC",The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,54568.54
494,MS-DRG,"Lower Extremity And Humerus Procedures Except Hip, Foot And Femur Without Cc/McC",Mayo Clinic,Phoenix,AZ,12694.09,45178.0
494,MS-DRG,"Lower Extremity And Humerus Procedures Except Hip, Foot And Femur Without Cc/Mcc",Johns Hopkins Howard County Medical Center,Columbia,MD,16169.0,28559.95
494,MS-DRG,"Lower Extremity And Humerus Procedures Except Hip, Foot And Femur Without Cc/Mcc",The Johns Hopkins Hospital,Baltimore,MD,4555.4,106424.86
494,MS-DRG,"Lower extremity & humer procedure except hip, foot,
femur w/o CC/MCC",The Cleveland Clinic Foundation,Cleveland,OH,16244.0,55559.0
494,MS-DRG,"Lower extremity & humer procedure except hip, foot, femur w/o CC/MCC",The Cleveland Clinic Foundation,Cleveland,OH,16244.0,55559.0
500,EAPG,ANESTH ESOPHAGEAL SURGERY,The Cleveland Clinic Foundation,Cleveland,OH,198.95,230.36
500,MS-DRG,SOFT TISSUE PROCEDURES W MCC,The Cleveland Clinic Foundation,Cleveland,OH,21000.0,86882.59
500,MS-DRG,SOFT TISSUE PROCEDURES WITH MCC,The Cleveland Clinic Foundation,Cleveland,OH,21000.0,86882.59
500,MS-DRG,SOFT TISSUE PROCEDURES WITH MCC,The Mount Sinai Hospital,New York,NY,20070.52,120774.28
500,MS-DRG,SOFT TISSUE PROCEDURES WITH MCC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,123857.64
500,MS-DRG,Soft Tissue Procedures With McC,Mayo Clinic,Phoenix,AZ,22022.47,121769.31
500,MS-DRG,Soft Tissue Procedures With Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,41282.83,41282.83
500,MS-DRG,Soft Tissue Procedures With Mcc,The Johns Hopkins Hospital,Baltimore,MD,20945.66,318028.92
500,MS-DRG,Soft tissue procedures w/MCC,The Cleveland Clinic Foundation,Cleveland,OH,21000.0,86882.59
501,APR-DRG,MALE REPRODUCTIVE SYSTEM DIAGNOSES EXCEPT MALIGNANCY,Mayo Clinic,Phoenix,AZ,1970.84,168015.54
501,MS-DRG,Knee Procedures W/CC/Excludina,The Cleveland Clinic Foundation,Cleveland,OH,16146.36,54580.0
501,MS-DRG,SOFT TISSUE PROCEDURES W CC,The Cleveland Clinic Foundation,Cleveland,OH,16146.36,54580.0
501,MS-DRG,SOFT TISSUE PROCEDURES WITH CC,The Cleveland Clinic Foundation,Cleveland,OH,16146.36,54580.0
501,MS-DRG,SOFT TISSUE PROCEDURES WITH CC,The Mount Sinai Hospital,New York,NY,10742.69,64644.11
501,MS-DRG,SOFT TISSUE PROCEDURES WITH CC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,51724.78
501,MS-DRG,Soft Tissue Procedures With Cc,Johns Hopkins Howard County Medical Center,Columbia,MD,8661.95,32827.5
501,MS-DRG,Soft Tissue Procedures With Cc,Mayo Clinic,Phoenix,AZ,11787.47,96678.11
501,MS-DRG,Soft Tissue Procedures With Cc,The Johns Hopkins Hospital,Baltimore,MD,17790.97,122496.4
501,MS-DRG,Soft tissue procedures w/CC,The Cleveland Clinic Foundation,Cleveland,OH,16146.36,54580.0
502,MS-DRG,Anterior Cruciate Ligament Repair/Augmentation or Reconstruction,The Cleveland Clinic Foundation,Cleveland,OH,12813.25,38309.83
502,MS-DRG,SOFT TISSUE PROCEDURES W/O CC/MCC,The Cleveland Clinic Foundation,Cleveland,OH,12813.25,38309.83
502,MS-DRG,SOFT TISSUE PROCEDURES WITHOUT CC/MCC,The Cleveland Clinic Foundation,Cleveland,OH,12813.25,38309.83
502,MS-DRG,SOFT TISSUE PROCEDURES WITHOUT CC/MCC,The Mount Sinai Hospital,New York,NY,8557.88,51497.04
502,MS-DRG,SOFT TISSUE PROCEDURES WITHOUT CC/MCC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,40781.83
502,MS-DRG,Soft Tissue Procedures Without Cc/McC,Mayo Clinic,Phoenix,AZ,9390.18,41246.98
502,MS-DRG,Soft Tissue Procedures Without Cc/Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,8661.66,8661.66
502,MS-DRG,Soft Tissue Procedures Without Cc/Mcc,The Johns Hopkins Hospital,Baltimore,MD,9769.4,51539.28
502,MS-DRG,Soft tissue procedure,The Cleveland Clinic Foundation,Cleveland,OH,12813.25,38309.83
503,MS-DRG,Anterior Cruciate Ligament Repair/Augmentation or Reconstruction,The Cleveland Clinic Foundation,Cleveland,OH,21000.0,78774.0
503,MS-DRG,FOOT PROCEDURES W MCC,The Cleveland Clinic Foundation,Cleveland,OH,21000.0,78774.0
503,MS-DRG,FOOT PROCEDURES WITH MCC,The Cleveland Clinic Foundation,Cleveland,OH,21000.0,78774.0
503,MS-DRG,FOOT PROCEDURES WITH MCC,The Mount Sinai Hospital,New York,NY,16598.96,99884.21
503,MS-DRG,FOOT PROCEDURES WITH MCC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,142931.21
503,MS-DRG,Foot Procedures With McC,Mayo Clinic,Phoenix,AZ,18213.29,200595.18
503,MS-DRG,Foot Procedures With Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,23411.29,23411.29
503,MS-DRG,Foot Procedures With Mcc,The Johns Hopkins Hospital,Baltimore,MD,19822.79,21735.57
503,MS-DRG,Foot procedures w/MCC,The Cleveland Clinic Foundation,Cleveland,OH,21000.0,78774.0
504,MS-DRG,FOOT PROCEDURES W CC,The Cleveland Clinic Foundation,Cleveland,OH,15890.89,53555.0
504,MS-DRG,FOOT PROCEDURES WITH CC,The Cleveland Clinic Foundation,Cleveland,OH,15890.89,53555.0
504,MS-DRG,FOOT PROCEDURES WITH CC,The Mount Sinai Hospital,New York,NY,10689.46,64323.81
504,MS-DRG,FOOT PROCEDURES WITH CC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,68072.88
504,MS-DRG,Foot Procedures With Cc,Johns Hopkins Howard County Medical Center,Columbia,MD,14795.68,14795.68
504,MS-DRG,Foot Procedures With Cc,Mayo Clinic,Phoenix,AZ,11729.06,35528.02
504,MS-DRG,Foot Procedures With Cc,The Johns Hopkins Hospital,Baltimore,MD,10112.69,51652.86
504,MS-DRG,Foot procedures w/CC,The Cleveland Clinic Foundation,Cleveland,OH,15890.89,53555.0
512,APR-DRG,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY,Mayo Clinic,Phoenix,AZ,3589.96,99352.5
512,MS-DRG,"SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITHOUT CC/MCC",The Cleveland Clinic Foundation,Cleveland,OH,14624.74,44084.27
512,MS-DRG,"SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITHOUT CC/MCC",The Mount Sinai Hospital,New York,NY,9988.22,60104.08
512,MS-DRG,"SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITHOUT CC/MCC",The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,46729.17
512,MS-DRG,"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W/O CC/MCC",The Cleveland Clinic Foundation,Cleveland,OH,14624.74,44084.27
512,MS-DRG,"Shoulder, Elbow Or Forearm Procedures, Except Major Joint Procedures Without Cc/McC",Mayo Clinic,Phoenix,AZ,10959.62,72936.25
512,MS-DRG,"Shoulder, Elbow Or Forearm Procedures, Except Major Joint Procedures Without Cc/Mcc",Johns Hopkins Howard County Medical Center,Columbia,MD,12661.97,19528.92
512,MS-DRG,"Shoulder, Elbow Or Forearm Procedures, Except Major Joint Procedures Without Cc/Mcc",The Johns Hopkins Hospital,Baltimore,MD,4478.52,21107.2
512,MS-DRG,"Shoulder, elbow or forearm procedure w/o CC/MCC",The Cleveland Clinic Foundation,Cleveland,OH,14624.74,44084.27
512,MS-DRG,"Shoulder,elbow or forearm proc,exc major joint proc w/o CC/MCC",The Cleveland Clinic Foundation,Cleveland,OH,14624.74,44084.27
515,MS-DRG,Cardiac Defibrillator Implant w/o Cath,The Cleveland Clinic Foundation,Cleveland,OH,21000.0,112416.0
515,MS-DRG,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W MCC,The Cleveland Clinic Foundation,Cleveland,OH,21000.0,112416.0
515,MS-DRG,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH MCC,The Cleveland Clinic Foundation,Cleveland,OH,21000.0,112416.0
515,MS-DRG,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH MCC,The Mount Sinai Hospital,New York,NY,19567.33,117746.35
515,MS-DRG,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH MCC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,88779.77
515,MS-DRG,Other Muscul Sys & Conn tissue procedure w/MCC,The Cleveland Clinic Foundation,Cleveland,OH,21000.0,112416.0
515,MS-DRG,Other Musculoskeletal System And Connective Tissue O.R. Procedures With McC,Mayo Clinic,Phoenix,AZ,21470.34,116471.46
515,MS-DRG,Other Musculoskeletal System And Connective Tissue O.R. Procedures With Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,66856.11,66856.11
515,MS-DRG,Other Musculoskeletal System And Connective Tissue O.R. Procedures With Mcc,The Johns Hopkins Hospital,Baltimore,MD,11584.29,107119.48
515,RC,PEDS CLINIC,The Mount Sinai Hospital,New York,NY,250.0,250.0
516,MS-DRG,Cardiovascular Procedure w/ AMI,The Cleveland Clinic Foundation,Cleveland,OH,18098.91,67605.0
516,MS-DRG,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W CC,The Cleveland Clinic Foundation,Cleveland,OH,18098.91,67605.0
516,MS-DRG,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH CC,The Cleveland Clinic Foundation,Cleveland,OH,18098.91,67605.0
516,MS-DRG,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH CC,The Mount Sinai Hospital,New York,NY,12631.03,76007.2
516,MS-DRG,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH CC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,58135.22
516,MS-DRG,Other Muscul Sys & tissue procedure w/o CC/MCC,The Cleveland Clinic Foundation,Cleveland,OH,18098.91,67605.0
516,MS-DRG,Other Musculoskeletal System And Connective Tissue O.R. Procedures With Cc,Johns Hopkins Howard County Medical Center,Columbia,MD,38080.59,38080.59
516,MS-DRG,Other Musculoskeletal System And Connective Tissue O.R. Procedures With Cc,Mayo Clinic,Phoenix,AZ,13859.46,77563.44
516,MS-DRG,Other Musculoskeletal System And Connective Tissue O.R. Procedures With Cc,The Johns Hopkins Hospital,Baltimore,MD,4681.92,158070.39
516,RC,DIABETES ED MCAID,The Mount Sinai Hospital,New York,NY,250.0,250.0
517,MS-DRG,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W/O CC/MCC,The Cleveland Clinic Foundation,Cleveland,OH,13634.7,53986.0
517,MS-DRG,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITHOUT CC/MCC,The Cleveland Clinic Foundation,Cleveland,OH,13634.7,53986.0
517,MS-DRG,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITHOUT CC/MCC,The Mount Sinai Hospital,New York,NY,9249.22,55657.17
517,MS-DRG,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITHOUT CC/MCC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,44360.0
517,MS-DRG,Other Musculoskeletal System And Connective Tissue O.R. Procedures Without Cc/McC,Mayo Clinic,Phoenix,AZ,10148.75,82286.13
517,MS-DRG,Other Musculoskeletal System And Connective Tissue O.R. Procedures Without Cc/Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,15295.86,21525.96
517,MS-DRG,Other Musculoskeletal System And Connective Tissue O.R. Procedures Without Cc/Mcc,The Johns Hopkins Hospital,Baltimore,MD,1762.6,73535.71
517,MS-DRG,"Other musculoskeletal sys & connective tissue or procedure
w/o CC/MCC",The Cleveland Clinic Foundation,Cleveland,OH,13634.7,53986.0
517,MS-DRG,Other musculoskeletal sys & connective tissue or procedure w/o CC/MCC,The Cleveland Clinic Foundation,Cleveland,OH,13634.7,53986.0
517,RC,MAC PRIM CL MCAID,The Mount Sinai Hospital,New York,NY,250.0,250.0
518,APR-DRG,OTHER FEMALE REPRODUCTIVE SYSTEM AND RELATED PROCEDURES,Mayo Clinic,Phoenix,AZ,3465.19,28599.97
518,MS-DRG,BACK & NECK PROC EXC SPINAL FUSION W MCC OR DISC DEVICE/NEUROSTIM,The Cleveland Clinic Foundation,Cleveland,OH,15600.0,98269.7
518,MS-DRG,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH MCC OR DISC DEVICE OR NEUROSTIMULATOR,The Cleveland Clinic Foundation,Cleveland,OH,15600.0,98269.7
518,MS-DRG,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH MCC OR DISC DEVICE OR NEUROSTIMULATOR,The Mount Sinai Hospital,New York,NY,1.0,136007.0
518,MS-DRG,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH MCC OR DISC DEVICE OR NEUROSTIMULATOR,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,102893.13
518,MS-DRG,Back And Neck Procedures Except Spinal Fusion With McC Or Disc Device Or Neurostimulator,Mayo Clinic,Phoenix,AZ,24800.06,141670.36
518,MS-DRG,Back And Neck Procedures Except Spinal Fusion With Mcc Or Disc Device Or Neurostimulator,Johns Hopkins Howard County Medical Center,Columbia,MD,16879.62,16879.62
518,MS-DRG,Back And Neck Procedures Except Spinal Fusion With Mcc Or Disc Device Or Neurostimulator,The Johns Hopkins Hospital,Baltimore,MD,23647.81,221868.29
518,MS-DRG,Cardiovascular Procedure w/o Stent w/o AMI,The Cleveland Clinic Foundation,Cleveland,OH,15600.0,98269.7
518,RC,MAC SPEC CL MCAID,The Mount Sinai Hospital,New York,NY,250.0,250.0
519,MS-DRG,BACK & NECK PROC EXC SPINAL FUSION W CC,The Cleveland Clinic Foundation,Cleveland,OH,17756.57,54067.53
519,MS-DRG,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH CC,The Cleveland Clinic Foundation,Cleveland,OH,17756.57,54067.53
519,MS-DRG,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH CC,The Mount Sinai Hospital,New York,NY,1.0,73318.19
519,MS-DRG,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH CC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,57011.3
519,MS-DRG,Back And Neck Procedures Except Spinal Fusion With Cc,Johns Hopkins Howard County Medical Center,Columbia,MD,19012.37,37828.9
519,MS-DRG,Back And Neck Procedures Except Spinal Fusion With Cc,Mayo Clinic,Phoenix,AZ,13369.13,118265.64
519,MS-DRG,Back And Neck Procedures Except Spinal Fusion With Cc,The Johns Hopkins Hospital,Baltimore,MD,11400.43,61177.64
519,MS-DRG,Cervical Spinal Fusion w/CC,The Cleveland Clinic Foundation,Cleveland,OH,17756.57,54067.53
519,RC,OTHER CLINIC,The Mount Sinai Hospital,New York,NY,250.0,250.0
520,EAPG,ANESTH CHEST PROCEDURE,The Cleveland Clinic Foundation,Cleveland,OH,198.95,230.36
520,MS-DRG,BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,The Cleveland Clinic Foundation,Cleveland,OH,10280.0,39296.91
520,MS-DRG,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITHOUT CC/MCC,The Cleveland Clinic Foundation,Cleveland,OH,10280.0,39296.91
520,MS-DRG,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITHOUT CC/MCC,The Mount Sinai Hospital,New York,NY,8859.92,53314.54
520,MS-DRG,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITHOUT CC/MCC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,41798.5
520,MS-DRG,Back And Neck Procedures Except Spinal Fusion Without Cc/McC,Mayo Clinic,Phoenix,AZ,9721.59,127851.8
520,MS-DRG,Back And Neck Procedures Except Spinal Fusion Without Cc/Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,10422.18,15534.07
520,MS-DRG,Back And Neck Procedures Except Spinal Fusion Without Cc/Mcc,The Johns Hopkins Hospital,Baltimore,MD,4437.55,41601.04
520,MS-DRG,Cervical Spinal Fusion without CC,The Cleveland Clinic Foundation,Cleveland,OH,10280.0,39296.91
520,RC,FREESTAND CLINIC,The Mount Sinai Hospital,New York,NY,225.0,250.0
521,MS-DRG,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITH MCC,The Cleveland Clinic Foundation,Cleveland,OH,16244.0,79918.16
521,MS-DRG,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITH MCC,The Mount Sinai Hospital,New York,NY,18531.87,111515.46
521,MS-DRG,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITH MCC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,83678.18
521,MS-DRG,Hip Replacement With Principal Diagnosis Of Hip Fracture With McC,Mayo Clinic,Phoenix,AZ,20334.18,84907.51
521,MS-DRG,Hip Replacement With Principal Diagnosis Of Hip Fracture With Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,19852.08,51699.83
521,MS-DRG,Hip Replacement With Principal Diagnosis Of Hip Fracture With Mcc,The Johns Hopkins Hospital,Baltimore,MD,35386.95,307307.97
522,EAPG,ANESTH CHEST LINING BIOPSY,The Cleveland Clinic Foundation,Cleveland,OH,198.95,230.36
522,MS-DRG,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,The Cleveland Clinic Foundation,Cleveland,OH,16244.0,57801.99
522,MS-DRG,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,The Mount Sinai Hospital,New York,NY,13072.94,78666.41
522,MS-DRG,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,78575.38
522,MS-DRG,Hip Replacement With Principal Diagnosis Of Hip Fracture Without McC,Mayo Clinic,Phoenix,AZ,14344.35,67944.15
522,MS-DRG,Hip Replacement With Principal Diagnosis Of Hip Fracture Without Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,13126.78,29115.92
522,MS-DRG,Hip Replacement With Principal Diagnosis Of Hip Fracture Without Mcc,The Johns Hopkins Hospital,Baltimore,MD,24049.5,93862.1
535,MS-DRG,FRACTURES OF HIP & PELVIS W MCC,The Cleveland Clinic Foundation,Cleveland,OH,12234.36,43793.0
535,MS-DRG,FRACTURES OF HIP AND PELVIS WITH MCC,The Cleveland Clinic Foundation,Cleveland,OH,12234.36,43793.0
535,MS-DRG,FRACTURES OF HIP AND PELVIS WITH MCC,The Mount Sinai Hospital,New York,NY,8025.61,48294.07
535,MS-DRG,FRACTURES OF HIP AND PELVIS WITH MCC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,38881.28
535,MS-DRG,Fractures Of Hip And Pelvis With McC,Mayo Clinic,Phoenix,AZ,8806.13,34552.18
535,MS-DRG,Fractures Of Hip And Pelvis With Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,18338.96,18338.96
535,MS-DRG,Fractures Of Hip And Pelvis With Mcc,The Johns Hopkins Hospital,Baltimore,MD,31818.03,43770.68
535,MS-DRG,Fractures of hip & pelvis w/MCC,The Cleveland Clinic Foundation,Cleveland,OH,12234.36,43793.0
536,MS-DRG,FRACTURES OF HIP & PELVIS W/O MCC,The Cleveland Clinic Foundation,Cleveland,OH,7770.15,24469.0
536,MS-DRG,FRACTURES OF HIP AND PELVIS WITHOUT MCC,The Cleveland Clinic Foundation,Cleveland,OH,7770.15,24469.0
536,MS-DRG,FRACTURES OF HIP AND PELVIS WITHOUT MCC,The Mount Sinai Hospital,New York,NY,4871.56,29314.61
536,MS-DRG,FRACTURES OF HIP AND PELVIS WITHOUT MCC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,24224.77
536,MS-DRG,Fractures Of Hip And Pelvis Without McC,Mayo Clinic,Phoenix,AZ,5345.34,20995.17
536,MS-DRG,Fractures Of Hip And Pelvis Without Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,3055.45,10281.46
536,MS-DRG,Fractures Of Hip And Pelvis Without Mcc,The Johns Hopkins Hospital,Baltimore,MD,2054.17,44360.42
536,MS-DRG,Fractures of hip & pelvis w/o MCC,The Cleveland Clinic Foundation,Cleveland,OH,7770.15,24469.0
539,EAPG,ANESTH TRACH-BRONCH RECONST,The Cleveland Clinic Foundation,Cleveland,OH,198.95,230.36
539,MS-DRG,OSTEOMYELITIS W MCC,The Cleveland Clinic Foundation,Cleveland,OH,18190.95,68422.0
539,MS-DRG,OSTEOMYELITIS WITH MCC,The Cleveland Clinic Foundation,Cleveland,OH,18190.95,68422.0
539,MS-DRG,OSTEOMYELITIS WITH MCC,The Mount Sinai Hospital,New York,NY,12281.96,73906.65
539,MS-DRG,OSTEOMYELITIS WITH MCC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,58437.36
539,MS-DRG,Osteomyelitis With McC,Mayo Clinic,Phoenix,AZ,13476.43,72463.38
539,MS-DRG,Osteomyelitis With Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,9090.45,9090.45
539,MS-DRG,Osteomyelitis With Mcc,The Johns Hopkins Hospital,Baltimore,MD,16617.72,58486.27
539,MS-DRG,Osteomyelitis w/MCC,The Cleveland Clinic Foundation,Cleveland,OH,18190.95,68422.0
540,EAPG,ANESTH CHEST SURGERY,The Cleveland Clinic Foundation,Cleveland,OH,198.95,230.36
540,MS-DRG,OSTEOMYELITIS W CC,The Cleveland Clinic Foundation,Cleveland,OH,11926.43,37100.0
540,MS-DRG,OSTEOMYELITIS WITH CC,The Cleveland Clinic Foundation,Cleveland,OH,11926.43,37100.0
540,MS-DRG,OSTEOMYELITIS WITH CC,The Mount Sinai Hospital,New York,NY,8034.89,48349.93
540,MS-DRG,OSTEOMYELITIS WITH CC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,37870.31
540,MS-DRG,Osteomyelitis With Cc,Johns Hopkins Howard County Medical Center,Columbia,MD,3334.45,10925.31
540,MS-DRG,Osteomyelitis With Cc,Mayo Clinic,Phoenix,AZ,8816.32,41100.3
540,MS-DRG,Osteomyelitis With Cc,The Johns Hopkins Hospital,Baltimore,MD,6366.55,29015.02
540,MS-DRG,Osteomyelitis w/CC,The Cleveland Clinic Foundation,Cleveland,OH,11926.43,37100.0
540,RC,Ambulance,The Mount Sinai Hospital,New York,NY,1540.0,1610.0
542,EAPG,ANESTHESIA REMOVAL PLEURA,The Cleveland Clinic Foundation,Cleveland,OH,198.95,230.36
542,MS-DRG,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W MCC,The Cleveland Clinic Foundation,Cleveland,OH,16244.0,69486.0
542,MS-DRG,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH MCC,The Cleveland Clinic Foundation,Cleveland,OH,16244.0,69486.0
542,MS-DRG,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH MCC,The Mount Sinai Hospital,New York,NY,11287.34,67921.56
542,MS-DRG,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH MCC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,53995.26
542,MS-DRG,Pathological Fractures & Muscul Malig w/MCC,The Cleveland Clinic Foundation,Cleveland,OH,16244.0,69486.0
542,MS-DRG,Pathological Fractures And Musculoskeletal And Connective Tissue Malignancy With McC,Mayo Clinic,Phoenix,AZ,12385.09,54883.3
542,MS-DRG,Pathological Fractures And Musculoskeletal And Connective Tissue Malignancy With Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,28567.49,28567.49
542,MS-DRG,Pathological Fractures And Musculoskeletal And Connective Tissue Malignancy With Mcc,The Johns Hopkins Hospital,Baltimore,MD,5393.04,126832.61
542,RC,AMBUL/MED TRANS,The Mount Sinai Hospital,New York,NY,1540.0,1610.0
543,APR-DRG,"ABORTION WITH D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",Mayo Clinic,Phoenix,AZ,2021.08,44731.65
543,MS-DRG,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W CC,The Cleveland Clinic Foundation,Cleveland,OH,9920.54,35600.0
543,MS-DRG,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH CC,The Cleveland Clinic Foundation,Cleveland,OH,9920.54,35600.0
543,MS-DRG,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH CC,The Mount Sinai Hospital,New York,NY,6750.62,40621.84
543,MS-DRG,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH CC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,31284.77
543,MS-DRG,Pathological Fractures & Muscul Malig w/CC,The Cleveland Clinic Foundation,Cleveland,OH,9920.54,35600.0
543,MS-DRG,Pathological Fractures And Musculoskeletal And Connective Tissue Malignancy With Cc,Johns Hopkins Howard County Medical Center,Columbia,MD,3865.52,10025.34
543,MS-DRG,Pathological Fractures And Musculoskeletal And Connective Tissue Malignancy With Cc,Mayo Clinic,Phoenix,AZ,7407.15,36002.62
543,MS-DRG,Pathological Fractures And Musculoskeletal And Connective Tissue Malignancy With Cc,The Johns Hopkins Hospital,Baltimore,MD,4986.71,62878.76
543,RC,AMBUL/HEARTMOBL,The Mount Sinai Hospital,New York,NY,1540.0,1610.0
545,MS-DRG,CONNECTIVE TISSUE DISORDERS W MCC,The Cleveland Clinic Foundation,Cleveland,OH,21000.0,84862.0
